Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-14,Senior,1CS08,N/D,SCS1,Head of Corporate Security,"Corporate Security is responsible for the delivery of security and information management services across the Home Office. This includes vetting, investigations, physical security, cyber and information security, business continuity, consultancy and policy. It is also responsible for the information risk policy and risk assessment process, leading on fostering a culture that protects information and assures greater transparency for the public good. This includes the provision of Knowledge and Information Management services across the Home Office, including managing electronic and physical records, providing retention, disposal and historic review, research services, FOI, DPA, strategy and policy for KIM including social media",Home Office,Home Office,Corporate Security,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS03,14970000,1,0,0,,Property and asset management,,1
Sep-14,Senior,1CS40,N/D,SCS1,Head of Knowledge and Information Management,"Provides information management services, direction and policy on KIM, to help business areas manage their knowledge and information in a way which supports delivery of departmental objectives and complies with our legal obligations.",Home Office,Home Office,Knowledge and Information Management Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS03,4310000,1,0,0,,Knowledge and Information Management (KIM),,1
Sep-14,Senior,2CS04,Norman Driskell,SCS2,Chief Digital Officer,"The Digital team are responsible for the move to digital by default, driven by our experience gained in the three Exemplar projects - visas, registered travellers and passport renewals. They will build digital skills and capability across the department, and will deliver data sharing and management as fundamental to Home Office business",Home Office,Home Office,Chief Digital Officer,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,3CS01,0,1,0,0,,Information Technology,,1
Sep-14,Senior,1CS22,N/D,SCS1,"Programme Director, Home Office Data Analytics","The HO Data Analytics (HODAC) Team is building a data analytics capabilty for the Home Office. A 6 month trial is running to summer 2014 to develop the HODAC business case for the operational capability in mid-2015. HODAC is a business change programme that delivers a Data Analytics capability to drive an intelligence-led organisation, in order to help make our communities safer and improve the public’s customer experience of interacting with the Home Office",Home Office,Home Office,Home Office Data Analytics,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS04,0,1,0,0,,Information Technology,,1
Sep-14,Senior,1CS24,N/D,SCS1,Head of Digital Data and Identity,This Directorate sets a direction for the three Home Office exemplars. This is helping the Home Office move to digital working by introducing more digital services for customers and by using digital approaches internally to help us work more efficiently. It also helps to provide better ways of using and sharing data.,Home Office,Home Office,Digital Data and Integrity,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS04,0,1,0,0,,Information Technology,,1
Sep-14,Senior,2CS05,Denise McDonagh,SCS2,Chief Technology Officer,"Responsible for leading the transformation of IT and managing in-service technology across all the Home Office. The role will bring senior focus to transforming the legacy estate, enabling technology to meet the future Digital agenda. It will also be responsible for the management of in-service technology, provided either in-house or outsourced; maintaining and developing IT applications, including Police ICT service delivery; and managing the infrastructure required to operate ‘business as usual’.",Home Office,Home Office,Home Office Technology,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,3CS01,0,1,95000,99999,,Information Technology,The unique post reference used to be 2F&C06.,1
Sep-14,Senior,2CS09,Jackie Keane,SCS2,"Programme Director, Immigration Platform Technologies",Provides leadership for the IPT PIC programme to ensure delivery against tight constraints within budget and agreed timeframes,Home Office,Home Office,Immigration Platform Technologies,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,0,1,85000,89999,,Information Technology,,1
Sep-14,Senior,1CS05,N/D,SCS2,"Director, Live Services","Responsible for the management of in-service technology, provided either in-house or outsourced, and accountable for service continuity",Home Office,Home Office,Live Services Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,1310000,1,0,0,,Information Technology,Post is being covered on a temporary basis,1
Sep-14,Senior,1CS34,N/D,SCS1,"Programme Director, Policing Portfolio",Provides leadership for the Policing Portfolio of projects to ensure delivery against tight constraints within budget and agreed timeframes,Home Office,Home Office,Policing Portfolio Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,340000,1,0,0,,Information Technology,,1
Sep-14,Senior,1CS29,N/D,SCS1,"Head of Technology Strategy, Transformation and Architecture","Responsible for developing a Home Office shared view on the direction for technology, and the road map to deliver this",Home Office,Home Office,"Technology Strategy, Transformation and Architecture Unit",0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,8830000,1,0,0,,Information Technology,,1
Sep-14,Senior,1CS33,N/D,SCS1,Head of Test Design and Consultancy Services,"Test Design & Consultancy Services provide high quality, professionally managed IT Testing services, aiming to provide value for money for projects and programmes across the Home Office Group and wider government",Home Office,Home Office,Design and Consultancy Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,5820000,1,0,0,,Information Technology,,1
Sep-14,Senior,1CS32,N/D,SCS1,Head of Technology People and Customer Engagement,"Responsible for ensuring that the Home Office technology function has the people and capacity it needs now and in the future, leading the development of a coherent, engaged IT profession, which supports the sharing of experience and knowledge to deliver solutions for the Home Office and customer engagement through a business partner team to provide a link between the business, live service management and change programme delivery.",Home Office,Home Office,"Technology, People and Customer Engagement Unit",0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,29100000,1,0,0,,Information Technology,New post,1
Sep-14,Senior,1CS31,N/D,SCS1,Chief Architect,"Responsbile for the Architecture Team which develops and owns the Home Office Enterprise Architecture Framework. This maximises value from information and communications technology (ICT). It creates strategic architecture across the Home Office Group by highlighting dependencies between systems and information flows and developing guidance, tools and frameworks to improve corporate effectiveness of ICT for use in major programmes and business as usual. It helps the Department manage and use the Framework and sets associated technical standards and policies. This helps the HO drive up quality and drive down cost. It provides assurance, advice and briefings to the Chief Technology Officer and governance boards.'",Home Office,Home Office,Architecture Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,1CS29,0,1,0,0,,Information Technology,,1
Sep-14,Senior,1CS26,N/D,SCS1,"Programme Director, Home Office Project Portfolio","Provides leadership for a Home Office Project Portfolio i.e. those that do not sit within any other formal programme, to ensure delivery against tight constraints within budget and agreed timeframes",Home Office,Home Office,Project Portfolio Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,2CS05,0,1,0,0,,Information Technology,Revised since last year following restructure,1
Sep-14,Senior,1CS25,N/D,SCS1,"Head of Live Services, Police","The Directorate provides critical national systems, which includes the Police National Computer and the DNA Database used by the police, other law enforcement agencies and other government departments. This Directorate also manages the Airwave digital radio service which provides secure voice communications to all three emergency blue light services",Home Office,Home Office,Police Live Services Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,1CS05,8174000,1,0,0,,Information Technology,Change to post title since last return. Unique post reference used to be 1F&C31,1
Sep-14,Senior,1CS28,N/D,SCS1,Head of Live Services Strategy,"Responsible developing and delivering the strategy for systems and service integration, leading a programme of change to implement across all service domains and delivering significant efficiency savings from the new target operating model",Home Office,Home Office,Live Services Strategy Unit,0207 035 4848,public.enquiries@homeoffice.gsi.gov.uk,1CS05,0,1,0,0,,Information Technology,Currently vacant,1
