Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B59,,6.6,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B59,,1,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B59,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,15,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,8,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,2,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,1,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,3,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,3,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B95,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,A19,,2,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,A19,,1,"47,459","57,441",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,A19,,1,"22,106","27,850",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B50,,1,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B50,,5.4,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B50,,1,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,B50,,2,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B50,,3.8,"29,118","35,225",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B50,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,2.9,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,13.2,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,6,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,2,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,3,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,3,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B70,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B71,,8.5,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B71,,19,"47,459","57,441",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B71,,4,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B71,,3,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B71,,3.3,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,3,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,7,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,2,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,3,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,3.6,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,4,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B74,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B48,,2,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B48,,7,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B48,,13.8,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B48,,7.7,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B48,,4.9,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B48,,3,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B38,,5.2,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B38,,11,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B38,,15.6,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B38,,12.8,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B38,,3,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B38,,3,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B42,,1,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B42,,1,"47,459","57,441",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B42,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,A6,,1,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,A6,,2,"47,459","57,441",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,A6,,1,"29,118","35,225",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B44,,2.6,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,2,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,2.9,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,3,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,3,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,9.4,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,8.6,"19,249","22,981",,Policy,,
Sep-12,Junior,,,C2 (AA),Administrator,,Department for International Development,DFID,Policy & International,,,A21,,1,"15,866","19,839",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B79,,5.4,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B79,,3,"47,459","57,441",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B79,,1,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,10,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,16,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,3,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,2,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,6,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,4,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B93,,2,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Corporate Performance,,,A12,,4,"59,265","69,585",,Human Resources,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Corporate Performance,,,A12,,2,"47,459","57,441",,Human Resources,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Corporate Performance,,,A12,,1,"38,894","44,817",,Human Resources,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Corporate Performance,,,A12,,1,"29,118","35,225",,Human Resources,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Corporate Performance,,,A12,,2,"22,106","27,850",,Human Resources,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,5,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,20,"47,459","57,441",,Policy,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,1,"38,894","44,817",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,4,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,4,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,1,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,B94,,4,"19,249","22,981",,Policy,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Corporate Performance,,,B60,,2,"59,265","69,585",,Human Resources,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Corporate Performance,,,B60,,9,"47,459","57,441",,Human Resources,,
Sep-12,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Corporate Performance,,,B60,,7,"38,894","44,817",,Human Resources,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Corporate Performance,,,B60,,11,"29,118","35,225",,Human Resources,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Corporate Performance,,,B60,,4,"22,106","27,850",,Human Resources,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Corporate Performance,,,B60,,3.6,"19,249","22,981",,Human Resources,,
Sep-12,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & International,,,A15,,3,"59,265","69,585",,Policy,,
Sep-12,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & International,,,A15,,6,"47,459","57,441",,Policy,,
Sep-12,Junior,,,B1D (Faststream),Administrator,,Department for International Development,DFID,Policy & International,,,A15,,1,"26,800","36,827",,Policy,,
Sep-12,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & International,,,A15,,1.8,"29,118","35,225",,Policy,,
Sep-12,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & International,,,A15,,2,"22,106","27,850",,Policy,,
Sep-12,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & International,,,A15,,0.6,"19,249","22,981",,Policy,,
