Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-14,Senior,DD54,N/D,SCS1,"Deputy Director, Sustainable and Competitive Farming Strategy",Head of the Sustainable and Competitive Farming Team. Responsibilities include: - Farming Competitiveness; - Livestock Farming (including animal genetic resources) - Rural Development (farm productivity) - Agri-Tech Strategy - Bioenergy - Cross compliance - Campaign for the Farmed Envioronment (CFE) - Sponsorship of the Agriculture & Horticulture Development Board (AHDB) - Agricultural tenancies.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D13,1718000,1,N/A,,Communications,,1
Sep-14,Senior,DD55,N/D,SCS1,Deputy Director Sustainable Land and Soils,"Policy lead on agri-environment schemes, soils, uplands, organic and contaminated land","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D13,1111000,1,N/A,,Policy,,1
Sep-14,Senior,DD56,N/D,SCS1,Deputy Director Sustainable Land and Rural Evidence and Analysis,Head of evidence and senior economic adviser,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D13,748000,1,N/A,,Policy,,1
Sep-14,Senior,DD57,N/D,SCS1,Head of NCC Secretariat,Head of Natural Capital Committee Secretariat,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D13,0,1,N/A,,Policy,Inward loan from Dept for Transport,1
Sep-14,Senior,DD58,N/D,SCS1,"Deputy Director, Flood and Coastal Erosion Risk Management","Responsibility for flood insurance, floods funding, Somerset, and oversight of the Environment Agency's floods work.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D14,1451000,1,N/A,,Policy,,1
Sep-14,Senior,DD59,N/D,SCS1,Chief Inspector of Drinking Water,Drinking water quality regulator for England and Wales,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D14,1647000,1,N/A,,Operational Delivery,,1
Sep-14,Senior,DD60,N/D,SCS1,"Deputy Director, Water Programme - Water Reform",Water Reform,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D14,545000,1,N/A,,Policy,,1
Sep-14,Senior,DD62,N/D,SCS1,"Deputy Director, Water Programme - Water Quality",Water Quality,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D14,1385000,1,N/A,,Policy,,1
Sep-14,Senior,DD63,N/D,SCS1,"Deputy Director for Water Supply and Infrastructure, Water Availabilty and Quality Programme",Leading the team which contributes to the Water Availability and Quality Programme on the Thames Tunnel.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D14,1566000,1,N/A,,Policy,,1
Sep-14,Senior,DD64,N/D,SCS1,"Deputy Director, Internal Communications, Stakeholder Management & Engagement and Local Growth","Engagement with stakeholders, customers and local government. Oversight of Defra internal communications.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D17,1047000,1,N/A,,Policy,,1
Sep-14,Senior,DD65,N/D,SCS1,Head of News and External Communications,"Manage the external communications and campaigns team, which develops and implements strategic PR plans to help support the delivery of the department's business objectives.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D17,800000,1,N/A,,Communications,,1
Sep-14,Senior,DD67,N/D,SCS1,Head of International,"Strategy and delivery of Defra's international priorities, in particular on climate change, forestry, Rio+20 and agriculture","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D18,597000,1,N/A,,Policy,,1
Sep-14,Senior,DD68,N/D,SCS1,Deputy Director for International and Strategy Analysis,"Leading analysis on International, EU and Strategy issues; and Deputy Chief Economist","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D18,539000,1,N/A,,Economics,,1
Sep-14,Senior,DD69,N/D,SCS1,Chief Statistician,Defra Head of Profession for Statistics.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Evidence & Analysis,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D15,0,1,N/A,,Statisticians,,1
Sep-14,Senior,DD70,N/D,SCS1,Deputy Director EU Strategy,Head of EU Strategy team,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D18,694000,0.88,N/A,,Policy,,1
Sep-14,Senior,DD72,N/D,SCS1,Head of Better Regulation Team,Better Regulation,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D18,982000,1,N/A,,Policy,,1
Sep-14,Senior,DD75,N/D,SCS1,"Head of Strategy and Implementation Unit and Parliamentary and Cabinet Team, Defra","Head of Strategy and Implementation Unit, with responsibilities for growth, biosecurity and reputation and risk management. Head of Parliamentary and Cabinet Team, responsible for Defra's relationship with Cabinet, Parliament and Cabinet Office.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D20,715000,1,N/A,,Policy,,1
Sep-14,Senior,DD77,N/D,SCS1,Deputy Director Animal Health & Welfare,"Corporate Customer for Animal & Plant Health Agency (APHA), including charging and GB negotiations, and responsible for Animal Health & Welfare Board for England (AHWBE).","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Animal Health & Welfare: Disease Control,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D06,338000,1,N/A,,Policy,,1
Sep-14,Senior,DD78,N/D,SCS1,Deputy Director Strategy & CCU,"Leading on prioritisation, business planning and monitoring within the Strategy Hub","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D20,1519000,1,N/A,,Policy,,1
Sep-14,Senior,DD79,N/D,SCS1,Deputy Director Lead - SOP Transformation Delivery Lead,"Shared Services - accountable for the development and implementation of shared services strategy. Lead on the Defra engagement with the Cabinet Office Next Generation Shared Services Programme and Shared Services Connected Ltd. Portfolio includes provision of Defra Intelligent Customer Function, shared services performance, separation and transformation. Commercial responsibilities include developing the Network Commercial Strategy, establishing and supporting the Commercial Portfolio Board and MI reporting internally and via Cabinet Office (Major Projects Authority).","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D01,0,1,N/A,,Operational Delivery,,1
Sep-14,Senior,DD81,N/D,SCS1,Deputy Chief Scientific Adviser,"Ensuring Defra's evidence resources are used to support the delivery of departmental prioirties and objectives; ensuring systems are in place to allow Defra to access relevant, high quality and timely evidence and advice; fostering and utilising effective working relationships with research partners; coordination of geographic and earth observation activities; supporting the CSA in emergenices; acting as joint head of profession for the Defra science community.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Evidence & Analysis,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D15,1291000,1,N/A,,Policy,,1
Sep-14,Senior,DD82,N/D,SCS1,Deputy Director Animal Health Policy and Implementation,Preparedness for exotic disease outbreak; Animal movement and ID (livestock and equine); Review of EU animal health regulations,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Animal Health & Welfare: Disease Control,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D06,1330000,1,N/A,,Policy,,1
Sep-14,Senior,DD83,N/D,SCS1,Deputy Director Sustainable Development,"Head of Sustainable Development Unit; Deputy CSA;Evidence Deputy Director for Marine; Satellite and space applications for Defra - EU Copernicus programme, GEO","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Evidence & Analysis,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D09,759000,1,N/A,,Other,,1
Sep-14,Senior,DD84,N/D,SCS1,"Assurance Director, CAP Delivery Programme",Assurance - CAP (Common Agricultural Policy) Delivery Programme,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",CAP Delivery,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D23,0,1,N/A,,Policy,,1
Sep-14,Senior,DD85,N/D,SCS1,Chief Plant Health Officer,Chief Plant Health Officer,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Plant & Animal Health,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D07,0,1,N/A,,Policy,,1
Sep-14,Senior,DD88,Eliminated,SCS1,Deputy Director Review of the Integrity & Assurance of Food Supply Network,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,D10,0,1,N/A,,Policy,,1
Sep-14,Senior,DD89,N/D,SCS1,SOP Delivery director,Responsible for Delivery of Single Operating Platform to Defra group.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D01,0,1,N/A,,Operational Delivery,,1
Sep-14,Senior,DD90,N/D,SCS1,"Director, UK Co-ordinating Body",The UK Co-ordinating Body is responsible for promoting a common approach to CAP administration across the UK.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Rural Development, Sustainable Communities & Crops",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D12,0,1,N/A,,Policy,,1
Sep-14,Senior,DD91,Eliminated,SCS1,Deputy Director Floods Emergency response,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,D14,0,1,N/A,,Policy,,1
Sep-14,Senior,DD92,Eliminated,SCS1,"Deputy Director, Waste Strategy and Management",Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,D09,0,1,N/A,,Policy,,1
Sep-14,Senior,DD92,Eliminated,SCS1,"Deputy Director, Waste Strategy and Management",Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,D09,0,1,N/A,,Policy,,1
Sep-14,Senior,DD93,Vacant,SCS1,Head of Strategic Alignment Finance & Performance,Strategic Alignment Finance & Performance,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Alignment,N/A,defra.helpline@defra.gsi.gov.uk,D22,802000,1,N/A,,Policy,,1
Sep-14,Senior,DD94,N/D,SCS1,Deputy Director - Estates,"Leading the Defra Network Estates team including estates strategy, facilities management and operational management of Defra's property portfolio, and health and safety in core Defra.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Alignment,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D22,0,1,N/A,,Policy,Temporarily filling a SCS1 post,1
Sep-14,Senior,DD95,N/D,SCS1,Deputy Director CAP Delivery Programme,CAP Delivery Programme,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",CAP Delivery,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D23,0,1,N/A,,Policy,,1
