Back to Index,Junior/Senior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Sep-13,Senior,91,Eliminated,SCS1,N/A,DECC News,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,N/A,correspondence@decc.gsi.gov.uk,39,0,1,0,0,Communications,,1,
Sep-13,Senior,92,N/D,SCS1,Head of Heat Strategy and Policy,"Responsible for the Govt’s low carbon heat strategy including policy on heating and cooling in buildings, district and community heating, distributed energy systems and industrial process heat. The team also covers the Standard Assessment Procedure (SAP) measuring building energy performance and Combined Heat and Power (CHP).",Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,100,1498466,1,65000,69999,Policy,,1,
Sep-13,Senior,93,N/D,SCS1,Corporate Communications,To provide an information service to staff and stakeholders,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,78,0,1,70000,74999,Communications,,1,
Sep-13,Senior,94,N/D,SCS1,Head of Organisational Capability,To ensure that DECC has strategies in place to develop the capability - through both recruiting the right people and developing the right skills - it needs to deliver on its business objectives,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,42,0,0.91,70000,74999,Human Resources,Costs included in post 42,1,
Sep-13,Senior,95,N/D,SCS1,"Head, Strategy and Programme Office - Electricity Markets and Infrastructure","Running the EMI SPO which includes Group strategy and portfolio and performance management, policy coherence across the Group, a flexible resource pool to support pressures across the Group, responsibility DECC's Primary Legislation and Devolution issues and general support for the Director General.",Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,3,12889049,1,65000,69999,Policy,,1,
Sep-13,Senior,96,N/D,SCS1,"Head, Institutional Frameworks",Design and implementation of EMR institutional arrangements including the EMR Delivery Body and the CfD Counterparty.,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,133,1243666,1,90000,94999,Policy,,1,
Sep-13,Senior,97,Jim Hayward,SCS2,Smart Meters,To lead the Smart Meter Programme Delivery team,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,76,2589568,1,140000,144999,Policy,"Includes costs of posts 129, 105, 72, 106, 107",1,
Sep-13,Senior,98,N/D,SCS1,Head of Security of Electricity Supply,Security of electricity supply policy,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,133,2015029,1,60000,64999,Policy,,1,
Sep-13,Senior,99,Eliminated,SCS1,Deputy Director Governance and Capability,Governance and capability,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,N/A,correspondence@decc.gsi.gov.uk,45,0,1,0,0,Policy,,1,
Sep-13,Senior,100,Stephen Martin,SCS2,"Director, Heat & Industry","Developing a long-term strategy for reducing emissions from heating. Supporting the deployment of renewable heat production. Improving energy efficiency and reducing emissions of large energy users, while maintaining UK industrial competitiveness.",Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,76,0,1,85000,89999,Policy,Costs included in post 76,1,
Sep-13,Senior,101,Nick Crabtree,SCS2,OCCS Strategic Delivery Director,To lead the OCCS team,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,6,795371,1,120000,124999,Programme and Project Management (PPM),,1,
Sep-13,Senior,102,N/D,SCS1,Deputy Director Governance,"The team’s role consists of corporate governance for the department, ensuring and supporting effective governance for DECC; and corporate change, responsible for coordinating improvements to DECC and how it works.",Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,0300 060 4000,correspondence@decc.gsi.gov.uk,39,0,1,65000,69999,Planning,Costs included in post 39,1,
Sep-13,Senior,103,N/D,SCS1,Head of Better Regulation,Better Regulation and Red Tape Challenge,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,43,0,1,75000,79999,Policy,Costs includfed in post 43,1,
Sep-13,Senior,104,N/D,SCS1,"Deputy Director, Fuel Poverty",Fuel Poverty,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,81,913909,1,60000,64999,Policy,,1,
Sep-13,Senior,105,N/D,SCS1,Head of Regulation,Smart Meter Programme,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,97,0,1,55000,59999,Policy,Costs included in post 97,1,
Sep-13,Senior,106,N/D,SCS1,Deputy Director Technical Design Projects,End to End Technical Design for Smart Meters,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,97,0,1,55000,59999,Policy,Costs included in post 97,1,
Sep-13,Senior,107,N/D,SCS1,Head of Commercial,Smart Metering Implementation Programme,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,97,0,1,75000,79999,Policy,Costs included in post 97,1,
Sep-13,Senior,108,N/D,SCS1,"Deputy Director, Green Deal",Encouraging energy efficiency,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,80,0,1,60000,64999,Policy,,1,
Sep-13,Senior,109,David Purdy,SCS2,"Director, Energy Efficiency Deployment Office",To advance energy efficiency in the UK,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,76,0,1,80000,84999,Policy,Costs included in post 76,1,
Sep-13,Senior,110,Eliminated,SCS1,"Deputy Director, Green Deal Legislation and Finance",Responsible for advice to Ministers on the development and delivery of the Green Deal finance mechanism,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,N/A,correspondence@decc.gsi.gov.uk,80,0,1,0,0,Policy,,1,
Sep-13,Senior,111,N/D,SCS1,"Deputy Director, Green Deal Programme Delivery",Green Deal programme management and management of outsourced delivery. Evaluation of programme and statisitics and reporting.,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,80,1313125,1,75000,79999,Policy,,1,
Sep-13,Senior,112,N/D,SCS1,Head of Electricity Market Reform Programme Team,Ensure the effective implementation of the Electricity Market Reform programme,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,133,0,1,60000,64999,Policy,Costs included in post 133,1,
Sep-13,Senior,113,Eliminated,SCS1,Head of EU Renewables Target,To develop EU Renewables Target,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,N/A,correspondence@decc.gsi.gov.uk,3,0,1,0,0,Policy,,1,
Sep-13,Senior,114,N/D,SCS1,"Deputy Director, Legal: Infrastructure & Market Regulation",To provide legal advice on Infrastructure & Market Regulation issues,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,41,0,0.86,70000,74999,Law,Costs included in post 41,1,
Sep-13,Senior,115,N/D,SCS1,"Head, International Energy Security",Energy Security,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",0300 060 4000,correspondence@decc.gsi.gov.uk,67,800410,1,60000,64999,Policy,,1,
Sep-13,Senior,116,N/D,SCS1,Head of Renewable Energy Delivery,"The Renewables Delivery Team (RDT) provides project-based support and leadership  on a range of projects to enable delivery of renewable energy as a core part of the UK’s low carbon energy future.  RDT projects are shaped by the needs and priorities of Ministers, ORED and the wider Department, and include those to address barriers to renewables deployment and increase cost-effectiveness.",Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,9,1539138,1,65000,69999,Policy,,1,
Sep-13,Senior,117,N/D,SCS1,Deputy Director - Geological Disposal Facility,policy and process for identifying a site for the geological disposal of the nation’s higher activity radioactive waste.,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,0300 060 4000,correspondence@decc.gsi.gov.uk,8,0,1,60000,64999,Policy,Costs included in post 8,1,
Sep-13,Senior,118,Eliminated,SCS1,Head of Offshore Oil and Gas Environment and Decommissioning,Environmental regulation of the offshore oil and gas industry,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,N/A,correspondence@decc.gsi.gov.uk,5,0,1,0,0,Policy,,1,
Sep-13,Senior,119,N/D,SCS1,Deputy Director Green Deal and Energy Company Obligations,Design and delivery of domestic energy efficiency obligations for energy suppliers. Green Deal finance and policy relating to Green Deal Providers. Green Deal consumer protection,Department of Energy and Climate Change,Department of Energy and Climate Change,Consumers & Households,0300 060 4000,correspondence@decc.gsi.gov.uk,80,660410,1,60000,64999,Policy,,1,
Sep-13,Senior,120,Eliminated,SCS1,Head of Corporate Governance and Capability,Secretariat to the Departmental board and committees and implementation of the Department’s capability review.,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,N/A,correspondence@decc.gsi.gov.uk,45,0,1,0,0,Planning,,1,
Sep-13,Senior,121,N/D,SCS1,Head of Procurement,To work with relevant developers to enable final investment decisions in advance of the full implementation of Electricity Market Reform (EMR) to progress to timetable wherever possible,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,40,413112,0.4,70000,74999,Procurement,,1,
Sep-13,Senior,122,N/D,SCS1,"Project Leader, FID Enabling Project",To work with relevant developers to enable final investment decisions in advance of the full implementation of Electricity Market Reform (EMR) to progress to timetable wherever possible,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,7,0,1,120000,124999,Finance,Costs included in post 7,1,
Sep-13,Senior,123,Eliminated,SCS1,Deputy Director,Renewable Energy;Energy Resilience,Department of Energy and Climate Change,Department of Energy and Climate Change,Markets & Infrastructure,N/A,correspondence@decc.gsi.gov.uk,2,0,1,0,0,Policy,,1,
Sep-13,Senior,124,N/D,SCS1,Deputy Director Renewables FID,"Responsible for delivering support to developers of renewable energy projects to enable them to take final investment decisions, or other critical investment decisions, which would otherwise be delayed by the transition to the enduring CFD regime",Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,0300 060 4000,correspondence@decc.gsi.gov.uk,8,0,1,90000,94999,Policy,Costs included in post 7,1,
